:ID,:LABEL,level,name
532929,county,3,云龙县
532930,county,3,洱源县
532931,county,3,剑川县
532932,county,3,鹤庆县
610702,county,3,汉台区
610721,county,3,南郑县
610722,county,3,城固县
610723,county,3,洋县
610724,county,3,西乡县
610725,county,3,勉县
610726,county,3,宁强县
610727,county,3,略阳县
610728,county,3,镇巴县
610729,county,3,留坝县
610730,county,3,佛坪县
610502,county,3,临渭区
610503,county,3,华州区
610522,county,3,潼关县
610523,county,3,大荔县
610524,county,3,合阳县
610525,county,3,澄城县
610526,county,3,蒲城县
610527,county,3,白水县
610528,county,3,富平县
610581,county,3,韩城市
610582,county,3,华阴市
610402,county,3,秦都区
610403,county,3,杨陵区
610404,county,3,渭城区
610422,county,3,三原县
610423,county,3,泾阳县
610424,county,3,乾县
610425,county,3,礼泉县
610426,county,3,永寿县
610427,county,3,彬县
610428,county,3,长武县
610429,county,3,旬邑县
610430,county,3,淳化县
610431,county,3,武功县
610481,county,3,兴平市
610902,county,3,汉滨区
610921,county,3,汉阴县
610922,county,3,石泉县
610923,county,3,宁陕县
610924,county,3,紫阳县
610925,county,3,岚皋县
610926,county,3,平利县
610927,county,3,镇坪县
610928,county,3,旬阳县
610929,county,3,白河县
610302,county,3,渭滨区
610303,county,3,金台区
610304,county,3,陈仓区
610322,county,3,凤翔县
610323,county,3,岐山县
610324,county,3,扶风县
610326,county,3,眉县
610327,county,3,陇县
610328,county,3,千阳县
610329,county,3,麟游县
610330,county,3,凤县
610331,county,3,太白县
610602,county,3,宝塔区
610603,county,3,安塞区
610621,county,3,延长县
610622,county,3,延川县
610623,county,3,子长县
610625,county,3,志丹县
610626,county,3,吴起县
610627,county,3,甘泉县
610628,county,3,富县
610629,county,3,洛川县
610630,county,3,宜川县
610631,county,3,黄龙县
610632,county,3,黄陵县
610102,county,3,新城区
610103,county,3,碑林区
610104,county,3,莲湖区
610111,county,3,灞桥区
610112,county,3,未央区
610113,county,3,雁塔区
610114,county,3,阎良区
610115,county,3,临潼区
610116,county,3,长安区
610117,county,3,高陵区
610118,county,3,鄠邑区
610122,county,3,蓝田县
610124,county,3,周至县
610802,county,3,榆阳区
610803,county,3,横山区
610821,county,3,神木县
610822,county,3,府谷县
610824,county,3,靖边县
610825,county,3,定边县
610826,county,3,绥德县
610827,county,3,米脂县
610828,county,3,佳县
610829,county,3,吴堡县
610830,county,3,清涧县
610831,county,3,子洲县
610202,county,3,王益区
610203,county,3,印台区
610204,county,3,耀州区
610222,county,3,宜君县
611002,county,3,商州区
611021,county,3,洛南县
611022,county,3,丹凤县
611023,county,3,商南县
611024,county,3,山阳县
611025,county,3,镇安县
611026,county,3,柞水县
450802,county,3,港北区
450803,county,3,港南区
450804,county,3,覃塘区
450821,county,3,平南县
450881,county,3,桂平市
450702,county,3,钦南区
450703,county,3,钦北区
450721,county,3,灵山县
450722,county,3,浦北县
451202,county,3,金城江区
451203,county,3,宜州区
451221,county,3,南丹县
451222,county,3,天峨县
451223,county,3,凤山县
451224,county,3,东兰县
451225,county,3,罗城仫佬族自治县
451226,county,3,环江毛南族自治县
451227,county,3,巴马瑶族自治县
451228,county,3,都安瑶族自治县
451229,county,3,大化瑶族自治县
450403,county,3,万秀区
450405,county,3,长洲区
450406,county,3,龙圩区
450421,county,3,苍梧县
450422,county,3,藤县
450423,county,3,蒙山县
450481,county,3,岑溪市
451302,county,3,兴宾区
451321,county,3,忻城县
451322,county,3,象州县
451323,county,3,武宣县
451324,county,3,金秀瑶族自治县
451381,county,3,合山市
451102,county,3,八步区
451103,county,3,平桂区
451121,county,3,昭平县
451122,county,3,钟山县
451123,county,3,富川瑶族自治县
450202,county,3,城中区
450203,county,3,鱼峰区
450204,county,3,柳南区
450205,county,3,柳北区
450206,county,3,柳江区
450222,county,3,柳城县
450223,county,3,鹿寨县
450224,county,3,融安县
450225,county,3,融水苗族自治县
450226,county,3,三江侗族自治县
450502,county,3,海城区
